qms_id,production_order,product_code,customer_code,inspection_time,shift,defect_type,defect_qty
16562,PO_14663,FB_V1,CUST_A,2026-05-20 11:35:50.300,Day,,0
16563,PO_14664,DB_V1,CUST_A,2026-04-29 22:28:33.200,2,,0
16564,PO_14665,DP_V1,CUST_A,2026-02-08 01:05:00.100,Day,,0
16565,PO_14666,DP_V1,CUST_A,2026-02-08 01:43:02.600,Day,,0
16566,PO_14667,FB_V2,CUST_B,2026-05-20 12:23:14.300,Day,,0
16567,PO_14668,DP_V2, CUST_C,2026-02-08 23:03:49.700,2,,0
16568,PO_14669,DB_V1,CUST_A,2026-04-29 23:26:44.800,2,,0
16569,PO_14670,RB_V2,CUST_B,2026-03-03 21:06:26.900,2,thin_coating,2
16570,PO_14671,RB_V2,CUST_B,2026-03-03 22:17:34.900,2,bubble,1
16571,PO_14671,RB_V2,CUST_B,2026-03-03 22:10:34.900,2,short_shot,2
16572,PO_14671,RB_V2,CUST_B,2026-03-03 21:48:05.900,2,sink-mark,3
16573,PO_14671,RB_V2,CUST_B,2026-03-03 21:58:28.900,2,thin_coating,2
16574,PO_14671,RB_V2,CUST_B,2026-03-03 22:07:05.900,2,adhesion_failure,1
16575,PO_14671,RB_V2,CUST_B,2026-03-03 22:24:07.900,2,orange_peel,2
16576,PO_14672,DB_V1,CUST_A,2026-04-30 00:29:37.600,2,,0
16577,PO_14673,DB_V1,CUST_A,2026-04-30 00:58:55.600,Day,delamination,1
16578,PO_14673,DB_V1,CUST_A,2026-04-30 00:55:22.600,Day,bubble,1
16579,PO_14673,DB_V1,CUST_A,2026-04-30 01:27:51.600,Day,adhesion_failure,1
16580,PO_14673,DB_V1,CUST_A,2026-04-30 01:10:28.600,Day,short_shot,2
16581,PO_14673,DB_V1,CUST_A,2026-04-30 01:27:01.600,Day,color_variation,1
16582,PO_14673,DB_V1,CUST_A,2026-04-30 00:55:50.600,Day,sink-mark,2
16583,PO_14674,FB_V2,CUST_B,2026-05-20 13:26:46.200,Day,,0
16584,PO_14675,FB_V2,CUST_B,2026-05-20 14:14:29.100,Day,,0
16585,PO_14676,FB_V1,CUST_A,2026-05-20 14:53:07.100,2,,0
16586,PO_14677,FB_V1,CUST_A,2026-05-20 15:45:08.800,2,,0
16587,PO_14678,DP_V2, CUST_C,2026-02-08 23:48:02.900,2,,0
16588,PO_14679,RB_V2,CUST_B,2026-03-03 23:11:30.100,2,,0
16589,PO_14680,DP_V2, CUST_C,2026-02-09 00:19:39.900,2,short_shot,3
16590,PO_14680,DP_V2, CUST_C,2026-02-09 00:06:44.900,2,warping,3
16591,PO_14681,RB_V1,CUST_A,2026-02-23 17:42:13.400,2,,0
16592,PO_14682,FB_V2,CUST_B,2026-05-20 16:30:28.800,2,,0
16593,PO_14683,RB_V2,CUST_B,2026-03-03 23:53:23.300,2,,0
16594,PO_14684,DB_V2, CUST_C,2026-04-30 02:13:18.000,Day,short_shot,1
16595,PO_14684,DB_V2, CUST_C,2026-04-30 02:15:17.000,Day,color_variation,1
16596,PO_14685,DB_V1,CUST_A,2026-04-30 03:34:30.100,Day,,0
16597,PO_14686,RB_V2,CUST_B,2026-03-04 00:27:35.800,2,,0
16598,PO_14687,DB_V1,CUST_A,2026-04-30 04:30:06.500,Day,,0
16599,PO_14688,FB_V1,CUST_A,2026-05-20 16:43:58.800,2,thin_coating,3
16600,PO_14688,FB_V1,CUST_A,2026-05-20 16:56:12.800,2,adhesion_failure,1
16601,PO_14689,FB_V2,CUST_B,2026-05-20 18:03:53.400,2,,0
16602,PO_14690,FB_V1,CUST_A,2026-05-20 18:54:13.400,2,,0
16603,PO_14691,DB_V1,CUST_A,2026-04-30 05:38:49.700,Day,,0
16604,PO_14692,RB_V1,CUST_A,2026-02-23 18:28:13.100,2,,0
16605,PO_14693,RB_V1,CUST_A,2026-02-23 18:57:07.100,2,,0
16606,PO_14694,DB_V1,CUST_A,2026-04-30 06:34:48.500,Day,,0
16607,PO_14695,DP_V2, CUST_C,2026-02-09 01:25:55.600,Day,,0
16608,PO_14696,RB_V2,CUST_B,2026-03-04 01:03:12.500,Day,,0
16609,PO_14697,DP_V1,CUST_A,2026-02-08 02:21:05.000,Day,,0
16610,PO_14698,RB_V1,CUST_A,2026-02-23 19:39:38.300,2,,0
16611,PO_14699,DP_V2, CUST_C,2026-02-09 02:14:05.200,Day,,0
16612,PO_14700,RB_V1,CUST_A,2026-02-23 20:28:27.300,2,,0
16613,PO_14701,DB_V1,CUST_A,2026-04-30 07:40:31.300,Day,,0
16614,PO_14702,DP_V2, CUST_C,2026-02-09 02:50:43.500,Day,,0
16615,PO_14703,RB_V1,CUST_A,2026-02-23 20:58:20.100,2,,0
16616,PO_14704,RB_V1,CUST_A,2026-02-23 21:42:21.200,2,,0
16617,PO_14705,DB_V1,CUST_A,2026-04-30 08:49:36.100,Day,,0
16618,PO_14706,FB_V1,CUST_A,2026-05-20 19:36:10.200,2,,0
16619,PO_14707,FB_V1,CUST_A,2026-05-20 20:21:59.400,2,,0
16620,PO_14708,RB_V1,CUST_A,2026-02-23 22:11:25.200,2,adhesion_failure,1
16621,PO_14708,RB_V1,CUST_A,2026-02-23 22:05:34.200,2,thin_coating,2
16622,PO_14708,RB_V1,CUST_A,2026-02-23 22:00:36.200,2,bubble,2
16623,PO_14708,RB_V1,CUST_A,2026-02-23 22:10:14.200,2,sink-mark,1
16624,PO_14708,RB_V1,CUST_A,2026-02-23 22:16:42.200,2,orange_peel,1
16625,PO_14708,RB_V1,CUST_A,2026-02-23 21:59:09.200,2,short_shot,2
16626,PO_14709,RB_V2,CUST_B,2026-03-04 01:34:21.500,Day,,0
16627,PO_14710,DP_V2, CUST_C,2026-02-09 03:40:03.500,Day,,0
16628,PO_14711,RB_V1,CUST_A,2026-02-23 23:05:40.300,2,,0
16629,PO_14712,RB_V1,CUST_A,2026-02-23 23:49:48.700,2,,0
16630,PO_14713,RB_V2,CUST_B,2026-03-04 02:17:02.900,Day,,0
16631,PO_14714,DP_V1,CUST_A,2026-02-08 03:00:59.200,Day,,0
16632,PO_14715,DP_V2, CUST_C,2026-02-09 04:12:42.500,Day,flash,1
16633,PO_14715,DP_V2, CUST_C,2026-02-09 04:00:04.500,Day,warping,3
16634,PO_14715,DP_V2, CUST_C,2026-02-09 04:05:25.500,Day,short_shot,3
16635,PO_14716,DP_V2, CUST_C,2026-02-09 05:07:57.400,Day,,0
16636,PO_14717,DP_V2, CUST_C,2026-02-09 05:50:50.200,Day,,0
16637,PO_14718,RB_V2,CUST_B,2026-03-04 03:06:04.500,Day,,0
16638,PO_14719,DP_V1,CUST_A,2026-02-08 03:48:20.800,Day,,0
16639,PO_14720,FB_V2,CUST_B,2026-05-20 21:20:54.600,2,,0
16640,PO_14721,DP_V1,CUST_A,2026-02-08 04:23:28.800,Day,,0
16641,PO_14722,DB_V1,CUST_A,2026-04-30 10:00:00.700,Day,,0
16642,PO_14723,FB_V1,CUST_A,2026-05-20 22:02:22.600,2,,0
16643,PO_14724,RB_V1,CUST_A,2026-02-24 00:06:41.700,2,orange_peel,1
16644,PO_14724,RB_V1,CUST_A,2026-02-24 00:23:36.700,2,short_shot,2
16645,PO_14724,RB_V1,CUST_A,2026-02-24 00:07:43.700,2,adhesion_failure,1
16646,PO_14724,RB_V1,CUST_A,2026-02-24 00:24:33.700,2,sink-mark,1
16647,PO_14725,RB_V1,CUST_A,2026-02-24 01:15:38.100,Day,,0
16648,PO_14726,DB_V2, CUST_C,2026-04-30 11:18:59.700,Day,,0
16649,PO_14727,RB_V1,CUST_A,2026-02-24 01:55:15.600,Day,,0
16650,PO_14728,DP_V1,CUST_A,2026-02-08 04:57:27.000,Day,,0
16651,PO_14729,DP_V2, CUST_C,2026-02-09 06:13:33.200,Day,short_shot,2
16652,PO_14729,DP_V2, CUST_C,2026-02-09 06:06:02.200,Day,warping,3
16653,PO_14729,DP_V2, CUST_C,2026-02-09 06:02:36.200,Day,flash,1
16654,PO_14730,FB_V1,CUST_A,2026-05-20 22:49:43.300,2,,0
16655,PO_14731,DP_V2, CUST_C,2026-02-09 07:04:32.000,Day,,0
16656,PO_14732,RB_V1,CUST_A,2026-02-24 02:01:43.600,Day,thin_coating,3
16657,PO_14733,FB_V2,CUST_B,2026-05-20 23:41:11.900,2,,0
16658,PO_14734,DP_V1,CUST_A,2026-02-08 05:39:59.400,Day,,0
16659,PO_14735,DB_V1,CUST_A,2026-04-30 12:12:42.300,Day,,0
16660,PO_14736,RB_V1,CUST_A,2026-02-24 03:20:10.400,Day,,0
16661,PO_14737,RB_V2,CUST_B,2026-03-04 03:46:35.100,Day,,0
16662,PO_14738,DB_V1,CUST_A,2026-04-30 13:06:25.900,Day,,0
16663,PO_14739,RB_V1,CUST_A,2026-02-24 04:01:29.200,Day,,0
16664,PO_14740,DB_V2, CUST_C,2026-04-30 14:10:33.400,Day,,0
16665,PO_14741,DB_V1,CUST_A,2026-04-30 15:05:03.400,2,,0
16666,PO_14742,DP_V2, CUST_C,2026-02-09 07:46:05.600,Day,,0
16667,PO_14743,FB_V1,CUST_A,2026-05-21 00:07:53.900,2,,0
16668,PO_14744,FB_V2,CUST_B,2026-05-21 01:00:01.400,Day,,0
16669,PO_14745,DB_V1,CUST_A,2026-04-30 16:14:50.200,2,,0
16670,PO_14746,RB_V1,CUST_A,2026-02-24 04:45:54.700,Day,,0
16671,PO_14747,DP_V2, CUST_C,2026-02-09 08:24:16.800,Day,,0
16672,PO_14748,DP_V1,CUST_A,2026-02-08 06:14:36.200,Day,,0
16673,PO_14749,RB_V1,CUST_A,2026-02-24 05:25:04.300,Day,,0
16674,PO_14750,DP_V2, CUST_C,2026-02-09 08:56:59.700,Day,,0
16675,PO_14751,DP_V2, CUST_C,2026-02-09 09:31:44.200,Day,,0
16676,PO_14752,FB_V2,CUST_B,2026-05-21 01:54:48.600,Day,,0
16677,PO_14753,DB_V2, CUST_C,2026-04-30 17:00:19.200,2,bubble,2
16678,PO_14753,DB_V2, CUST_C,2026-04-30 17:13:12.200,2,color_variation,3
16679,PO_14753,DB_V2, CUST_C,2026-04-30 17:00:41.200,2,delamination,1
16680,PO_14753,DB_V2, CUST_C,2026-04-30 17:18:43.200,2,sink-mark,3
16681,PO_14754,RB_V1,CUST_A,2026-02-24 06:06:34.300,Day,,0
16682,PO_14755,FB_V2,CUST_B,2026-05-21 02:34:38.200,Day,,0
16683,PO_14756,FB_V2,CUST_B,2026-05-21 03:25:38.200,Day,,0
16684,PO_14757,DB_V2, CUST_C,2026-04-30 18:10:14.000,2,,0
16685,PO_14758,DB_V1,CUST_A,2026-04-30 19:16:16.200,2,,0
16686,PO_14759,DP_V1,CUST_A,2026-02-08 06:48:03.700,Day,,0
16687,PO_14760,FB_V1,CUST_A,2026-05-21 04:13:12.000,Day,,0
16688,PO_14761,RB_V1,CUST_A,2026-02-24 06:43:03.700,Day,,0
16689,PO_14762,DB_V1,CUST_A,2026-04-30 20:09:22.600,2,,0
16690,PO_14763,DB_V2, CUST_C,2026-04-30 20:59:45.500,2,,0
16691,PO_14764,RB_V1,CUST_A,2026-02-24 07:21:41.700,Day,,0
16692,PO_14765,RB_V2,CUST_B,2026-03-04 04:24:32.800,Day,,0
16693,PO_14766,FB_V1,CUST_A,2026-05-21 05:06:14.800,Day,,0
16694,PO_14767,FB_V2,CUST_B,2026-05-21 06:00:05.600,Day,,0
16695,PO_14768,FB_V2,CUST_B,2026-05-21 06:45:24.800,Day,,0
16696,PO_14769,RB_V2,CUST_B,2026-03-04 05:14:36.400,Day,,0
16697,PO_14770,RB_V1,CUST_A,2026-02-24 07:58:00.900,Day,,0
16698,PO_14771,RB_V2,CUST_B,2026-03-04 06:14:04.900,Day,,0
16699,PO_14772,FB_V2,CUST_B,2026-05-21 07:34:40.400,Day,,0
16700,PO_14773,DB_V1,CUST_A,2026-04-30 22:00:08.300,2,,0
16701,PO_14774,FB_V2,CUST_B,2026-05-21 08:35:35.200,Day,,0
16702,PO_14775,DP_V1,CUST_A,2026-02-08 07:31:29.500,Day,,0
16703,PO_14776,FB_V2,CUST_B,2026-05-21 09:31:14.800,Day,,0
16704,PO_14777,DP_V2, CUST_C,2026-02-09 10:12:48.200,Day,,0
16705,PO_14778,FB_V1,CUST_A,2026-05-21 10:11:25.800,Day,,0
16706,PO_14779,FB_V2,CUST_B,2026-05-21 10:50:21.800,Day,,0
16707,PO_14780,RB_V2,CUST_B,2026-03-04 06:58:46.600,Day,,0
16708,PO_14781,FB_V2,CUST_B,2026-05-21 11:49:22.400,Day,,0
16709,PO_14782,RB_V1,CUST_A,2026-02-24 08:44:47.900,Day,,0
16710,PO_14783,FB_V2,CUST_B,2026-05-21 12:50:54.600,Day,,0
16711,PO_14784,RB_V2,CUST_B,2026-03-04 07:40:01.700,Day,,0
16712,PO_14785,DP_V2, CUST_C,2026-02-09 11:03:47.000,Day,,0
16713,PO_14786,RB_V2,CUST_B,2026-03-04 08:14:24.100,Day,,0
16714,PO_14787,DP_V2, CUST_C,2026-02-09 11:44:43.200,Day,,0
16715,PO_14788,RB_V1,CUST_A,2026-02-24 09:22:01.400,Day,,0
16716,PO_14789,RB_V1,CUST_A,2026-02-24 09:56:12.200,Day,,0
16717,PO_14790,RB_V1,CUST_A,2026-02-24 10:25:03.800,Day,,0
16718,PO_14791,FB_V1,CUST_A,2026-05-21 13:35:46.600,Day,,0
16719,PO_14792,FB_V2,CUST_B,2026-05-21 14:17:46.600,Day,,0
16720,PO_14793,FB_V1,CUST_A,2026-05-21 15:08:20.200,2,,0
16721,PO_14794,FB_V2,CUST_B,2026-05-21 15:58:16.900,2,,0
16722,PO_14795,DB_V2, CUST_C,2026-04-30 23:10:06.200,2,,0
16723,PO_14796,DB_V1,CUST_A,2026-04-30 23:55:30.200,2,,0
16724,PO_14797,DB_V1,CUST_A,2026-05-01 00:58:06.800,2,,0
16725,PO_14798,RB_V1,CUST_A,2026-02-24 11:01:59.000,Day,,0
16726,PO_14799,DB_V1,CUST_A,2026-05-01 02:00:47.300,Day,,0
16727,PO_14800,DB_V1,CUST_A,2026-05-01 03:01:11.200,Day,,0
16728,PO_14801,RB_V1,CUST_A,2026-02-24 11:39:39.000,Day,,0
16729,PO_14802,DP_V1,CUST_A,2026-02-08 08:17:58.600,Day,,0
16730,PO_14803,DB_V2, CUST_C,2026-05-01 04:13:38.500,Day,,0
16731,PO_14804,RB_V1,CUST_A,2026-02-24 11:58:06.000,Day,sink-mark,2
16732,PO_14804,RB_V1,CUST_A,2026-02-24 12:06:12.000,Day,orange_peel,1
16733,PO_14805,DP_V1,CUST_A,2026-02-08 09:05:11.900,Day,,0
16734,PO_14806,DB_V1,CUST_A,2026-05-01 05:05:04.600,Day,,0
16735,PO_14807,RB_V1,CUST_A,2026-02-24 12:59:31.300,Day,,0
16736,PO_14808,DB_V2, CUST_C,2026-05-01 06:09:50.200,Day,,0
16737,PO_14809,DP_V2, CUST_C,2026-02-09 12:31:12.000,Day,,0
16738,PO_14810,DP_V2, CUST_C,2026-02-09 13:25:11.600,Day,,0
16739,PO_14811,RB_V1,CUST_A,2026-02-24 13:31:24.800,Day,,0
16740,PO_14812,FB_V1,CUST_A,2026-05-21 16:47:01.600,2,,0
16741,PO_14813,FB_V1,CUST_A,2026-05-21 17:38:05.600,2,,0
16742,PO_14814,DP_V2, CUST_C,2026-02-09 14:11:18.800,Day,,0
16743,PO_14815,FB_V2,CUST_B,2026-05-21 18:20:00.800,2,,0
16744,PO_14816,DP_V1,CUST_A,2026-02-08 09:41:02.900,Day,,0
16745,PO_14817,DB_V2, CUST_C,2026-05-01 06:39:34.200,Day,bubble,2
16746,PO_14818,RB_V1,CUST_A,2026-02-24 14:11:22.300,Day,,0
16747,PO_14819,RB_V1,CUST_A,2026-02-24 14:50:28.300,2,,0
16748,PO_14820,FB_V2,CUST_B,2026-05-21 19:07:32.000,2,,0
16749,PO_14821,DB_V1,CUST_A,2026-05-01 08:04:29.600,Day,,0
16750,PO_14822,RB_V2,CUST_B,2026-03-04 09:12:37.700,Day,,0
16751,PO_14823,DB_V2, CUST_C,2026-05-01 09:11:21.800,Day,,0
16752,PO_14824,FB_V1,CUST_A,2026-05-21 19:50:27.800,2,,0
16753,PO_14825,DP_V2, CUST_C,2026-02-09 14:52:23.600,2,,0
16754,PO_14826,FB_V1,CUST_A,2026-05-21 20:42:22.500,2,,0
16755,PO_14827,FB_V1,CUST_A,2026-05-21 21:05:22.500,2,orange_peel,2
16756,PO_14828,RB_V2,CUST_B,2026-03-04 09:57:35.300,Day,,0
16757,PO_14829,RB_V1,CUST_A,2026-02-24 15:37:04.700,2,,0
16758,PO_14830,RB_V1,CUST_A,2026-02-24 16:20:53.700,2,,0
16759,PO_14831,FB_V2,CUST_B,2026-05-21 22:12:43.500,2,,0
16760,PO_14832,DP_V1,CUST_A,2026-02-08 10:17:41.800,Day,,0
16761,PO_14833,RB_V1,CUST_A,2026-02-24 17:02:29.900,2,,0
16762,PO_14834,FB_V1,CUST_A,2026-05-21 22:49:42.100,2,,0
16763,PO_14835,FB_V2,CUST_B,2026-05-21 23:45:20.800,2,,0
16764,PO_14836,RB_V1,CUST_A,2026-02-24 17:13:08.900,2,orange_peel,2
16765,PO_14836,RB_V1,CUST_A,2026-02-24 17:20:03.900,2,bubble,1
16766,PO_14836,RB_V1,CUST_A,2026-02-24 17:08:38.900,2,thin_coating,1
16767,PO_14836,RB_V1,CUST_A,2026-02-24 17:29:00.900,2,short_shot,2
16768,PO_14836,RB_V1,CUST_A,2026-02-24 17:13:13.900,2,adhesion_failure,1
16769,PO_14836,RB_V1,CUST_A,2026-02-24 17:26:42.900,2,sink-mark,1
16770,PO_14837,DP_V1,CUST_A,2026-02-08 11:00:21.800,Day,short_shot,3
16771,PO_14837,DP_V1,CUST_A,2026-02-08 10:59:07.800,Day,flash,2
16772,PO_14837,DP_V1,CUST_A,2026-02-08 11:00:50.800,Day,warping,3
16773,PO_14838,DP_V1,CUST_A,2026-02-08 11:51:42.200,Day,,0
16774,PO_14839,DB_V1,CUST_A,2026-05-01 10:22:32.400,Day,,0
16775,PO_14840,DP_V2, CUST_C,2026-02-09 15:50:37.600,2,,0
16776,PO_14841,DB_V1,CUST_A,2026-05-01 11:24:15.600,Day,,0
16777,PO_14842,DB_V2, CUST_C,2026-05-01 12:19:59.600,Day,,0
16778,PO_14843,RB_V1,CUST_A,2026-02-24 18:08:11.300,2,,0
16779,PO_14844,RB_V1,CUST_A,2026-02-24 18:37:34.600,2,,0
16780,PO_14845,DB_V1,CUST_A,2026-05-01 13:28:36.800,Day,,0
16781,PO_14846,DP_V1,CUST_A,2026-02-08 12:39:08.000,Day,,0
16782,PO_14847,RB_V1,CUST_A,2026-02-24 19:15:27.500,2,,0
16783,PO_14848,RB_V2,CUST_B,2026-03-04 10:38:06.200,Day,,0
16784,PO_14849,FB_V1,CUST_A,2026-05-22 00:40:49.000,2,,0
16785,PO_14850,DP_V2, CUST_C,2026-02-09 16:39:11.200,2,,0
16786,PO_14851,DP_V1,CUST_A,2026-02-08 13:12:40.500,Day,,0
16787,PO_14852,RB_V1,CUST_A,2026-02-24 19:57:59.000,2,,0
16788,PO_14853,DB_V1,CUST_A,2026-05-01 14:28:00.400,Day,,0
16789,PO_14854,FB_V2,CUST_B,2026-05-22 01:06:00.000,Day,thin_coating,3
16790,PO_14854,FB_V2,CUST_B,2026-05-22 01:23:36.000,Day,adhesion_failure,2
16791,PO_14854,FB_V2,CUST_B,2026-05-22 01:23:40.000,Day,sink-mark,3
16792,PO_14855,DP_V2, CUST_C,2026-02-09 17:14:24.400,2,,0
16793,PO_14856,FB_V1,CUST_A,2026-05-22 02:09:54.400,Day,,0
16794,PO_14857,FB_V2,CUST_B,2026-05-22 02:53:22.000,Day,,0
16795,PO_14858,RB_V2,CUST_B,2026-03-04 11:22:39.800,Day,,0
16796,PO_14859,FB_V1,CUST_A,2026-05-22 03:13:21.000,Day,adhesion_failure,3
16797,PO_14859,FB_V1,CUST_A,2026-05-22 03:11:36.000,Day,short_shot,2
16798,PO_14859,FB_V1,CUST_A,2026-05-22 03:10:41.000,Day,sink-mark,1
16799,PO_14859,FB_V1,CUST_A,2026-05-22 03:31:04.000,Day,bubble,1
16800,PO_14860,RB_V2,CUST_B,2026-03-04 12:06:39.800,Day,,0
16801,PO_14861,DB_V2, CUST_C,2026-05-01 15:35:33.500,2,,0
16802,PO_14862,FB_V1,CUST_A,2026-05-22 04:26:33.400,Day,,0
16803,PO_14863,RB_V2,CUST_B,2026-03-04 12:49:37.000,Day,,0
16804,PO_14864,FB_V1,CUST_A,2026-05-22 05:30:12.400,Day,,0
16805,PO_14865,FB_V2,CUST_B,2026-05-22 06:24:30.400,Day,,0
16806,PO_14866,RB_V1,CUST_A,2026-02-24 20:34:32.000,2,,0
16807,PO_14867,DB_V1,CUST_A,2026-05-01 16:24:59.600,2,,0
16808,PO_14868,FB_V1,CUST_A,2026-05-22 07:14:05.000,Day,,0
16809,PO_14869,DB_V1,CUST_A,2026-05-01 17:28:03.800,2,,0
16810,PO_14870,FB_V2,CUST_B,2026-05-22 08:18:44.500,Day,,0
16811,PO_14871,DP_V2, CUST_C,2026-02-09 17:45:46.500,2,,0
16812,PO_14872,RB_V1,CUST_A,2026-02-24 21:13:52.000,2,,0
16813,PO_14873,RB_V2,CUST_B,2026-03-04 13:04:45.000,Day,thin_coating,2
16814,PO_14873,RB_V2,CUST_B,2026-03-04 12:58:00.000,Day,adhesion_failure,2
16815,PO_14873,RB_V2,CUST_B,2026-03-04 12:57:21.000,Day,sink-mark,2
16816,PO_14873,RB_V2,CUST_B,2026-03-04 13:21:22.000,Day,short_shot,3
16817,PO_14873,RB_V2,CUST_B,2026-03-04 13:00:13.000,Day,bubble,3
16818,PO_14873,RB_V2,CUST_B,2026-03-04 13:12:53.000,Day,orange_peel,1
16819,PO_14874,DB_V2, CUST_C,2026-05-01 18:34:55.800,2,,0
16820,PO_14875,FB_V2,CUST_B,2026-05-22 09:15:19.900,Day,,0
16821,PO_14876,DP_V2, CUST_C,2026-02-09 18:25:38.500,2,,0
16822,PO_14877,DB_V1,CUST_A,2026-05-01 19:44:12.600,2,,0
16823,PO_14878,DP_V1,CUST_A,2026-02-08 13:58:33.700,Day,,0
16824,PO_14879,RB_V2,CUST_B,2026-03-04 14:10:25.300,Day,,0
16825,PO_14880,FB_V2,CUST_B,2026-05-22 10:12:03.500,Day,,0
16826,PO_14881,RB_V1,CUST_A,2026-02-24 21:43:43.000,2,,0
16827,PO_14882,RB_V1,CUST_A,2026-02-24 22:14:44.000,2,bubble,3
16828,PO_14882,RB_V1,CUST_A,2026-02-24 22:22:37.000,2,sink-mark,2
16829,PO_14883,FB_V2,CUST_B,2026-05-22 11:11:08.300,Day,,0
16830,PO_14884,DP_V2, CUST_C,2026-02-09 18:58:05.500,2,,0
16831,PO_14885,DB_V1,CUST_A,2026-05-01 20:39:36.300,2,,0
16832,PO_14886,DP_V1,CUST_A,2026-02-08 14:34:53.500,Day,,0
16833,PO_14887,DP_V1,CUST_A,2026-02-08 15:15:42.900,2,,0
16834,PO_14888,DP_V1,CUST_A,2026-02-08 15:59:40.200,2,,0
16835,PO_14889,FB_V2,CUST_B,2026-05-22 11:55:41.300,Day,,0
16836,PO_14890,FB_V1,CUST_A,2026-05-22 12:41:51.800,Day,,0
16837,PO_14891,DP_V1,CUST_A,2026-02-08 16:23:18.200,2,short_shot,2
16838,PO_14891,DP_V1,CUST_A,2026-02-08 16:13:21.200,2,flash,2
16839,PO_14892,RB_V2,CUST_B,2026-03-04 14:43:35.000,2,,0
16840,PO_14893,FB_V2,CUST_B,2026-05-22 13:29:24.200,Day,,0
16841,PO_14894,DB_V2, CUST_C,2026-05-01 21:27:46.300,2,,0
16842,PO_14895,RB_V1,CUST_A,2026-02-24 23:13:08.000,2,,0
16843,PO_14896,RB_V2,CUST_B,2026-03-04 15:26:57.600,2,,0
16844,PO_14897,DB_V2, CUST_C,2026-05-01 22:26:31.900,2,,0
16845,PO_14898,FB_V1,CUST_A,2026-05-22 14:30:45.000,Day,,0
16846,PO_14899,FB_V1,CUST_A,2026-05-22 15:04:36.000,2,,0
16847,PO_14900,FB_V1,CUST_A,2026-05-22 16:00:02.900,2,,0
16848,PO_14901,RB_V1,CUST_A,2026-02-24 23:54:38.300,2,,0
16849,PO_14902,DP_V2, CUST_C,2026-02-09 19:35:32.200,2,,0
16850,PO_14903,DP_V2, CUST_C,2026-02-09 20:16:30.400,2,,0
16851,PO_14904,DP_V2, CUST_C,2026-02-09 20:49:12.400,2,warping,2
16852,PO_14905,DP_V1,CUST_A,2026-02-08 17:04:05.800,2,,0
16853,PO_14906,RB_V1,CUST_A,2026-02-25 00:32:37.100,2,,0
16854,PO_14907,DB_V2, CUST_C,2026-05-01 23:30:15.400,2,,0
16855,PO_14908,DP_V1,CUST_A,2026-02-08 17:46:50.200,2,,0
16856,PO_14909,RB_V1,CUST_A,2026-02-25 01:15:11.900,Day,,0
16857,PO_14910,DP_V1,CUST_A,2026-02-08 18:26:49.600,2,,0
16858,PO_14911,DB_V1,CUST_A,2026-05-02 00:41:23.900,2,,0
16859,PO_14912,DB_V1,CUST_A,2026-05-02 01:24:53.900,Day,,0
16860,PO_14913,DB_V1,CUST_A,2026-05-02 02:23:12.500,Day,,0
16861,PO_14914,DB_V2, CUST_C,2026-05-02 03:27:40.700,Day,,0
16862,PO_14915,DP_V1,CUST_A,2026-02-08 19:16:42.400,2,,0
16863,PO_14916,DP_V2, CUST_C,2026-02-09 21:17:20.900,2,flash,1
16864,PO_14916,DP_V2, CUST_C,2026-02-09 21:15:47.900,2,warping,3
16865,PO_14917,RB_V2,CUST_B,2026-03-04 16:09:19.200,2,,0
16866,PO_14918,RB_V1,CUST_A,2026-02-25 01:48:32.900,Day,,0
16867,PO_14919,DB_V2, CUST_C,2026-05-02 04:22:20.300,Day,,0
16868,PO_14920,DP_V1,CUST_A,2026-02-08 19:51:27.400,2,,0
16869,PO_14921,DB_V1,CUST_A,2026-05-02 05:19:23.700,Day,,0
16870,PO_14922,RB_V2,CUST_B,2026-03-04 16:41:42.200,2,sink-mark,2
16871,PO_14922,RB_V2,CUST_B,2026-03-04 16:46:44.200,2,short_shot,1
16872,PO_14922,RB_V2,CUST_B,2026-03-04 16:38:18.200,2,thin_coating,3
16873,PO_14922,RB_V2,CUST_B,2026-03-04 16:50:47.200,2,adhesion_failure,1
16874,PO_14923,RB_V1,CUST_A,2026-02-25 02:02:54.900,Day,adhesion_failure,2
16875,PO_14923,RB_V1,CUST_A,2026-02-25 02:08:09.900,Day,sink-mark,2
16876,PO_14923,RB_V1,CUST_A,2026-02-25 02:23:08.900,Day,orange_peel,1
16877,PO_14924,DB_V2, CUST_C,2026-05-02 06:12:54.700,Day,delamination,3
16878,PO_14924,DB_V2, CUST_C,2026-05-02 05:37:01.700,Day,sink-mark,3
16879,PO_14924,DB_V2, CUST_C,2026-05-02 06:18:26.700,Day,color_variation,3
16880,PO_14924,DB_V2, CUST_C,2026-05-02 05:39:40.700,Day,adhesion_failure,1
16881,PO_14925,RB_V1,CUST_A,2026-02-25 02:58:32.200,Day,orange_peel,2
16882,PO_14925,RB_V1,CUST_A,2026-02-25 02:40:59.200,Day,adhesion_failure,3
16883,PO_14925,RB_V1,CUST_A,2026-02-25 02:37:59.200,Day,sink-mark,1
16884,PO_14926,RB_V1,CUST_A,2026-02-25 03:37:55.700,Day,,0
16885,PO_14927,RB_V1,CUST_A,2026-02-25 04:13:10.100,Day,,0
16886,PO_14928,DB_V2, CUST_C,2026-05-02 07:24:21.600,Day,,0
16887,PO_14929,RB_V1,CUST_A,2026-02-25 04:49:26.900,Day,,0
